nohup: 忽略输入
<class 'float'>
loss_dis_adv 1.5565784
[#001930|200000]  4.31s
loss_gen_adv 50.958607
loss_gen_sty 2.9830012
loss_gen_rec 1.2635791
loss_dis_adv 1.6721929
[#001940|200000]  4.14s
loss_gen_adv 35.313534
loss_gen_sty 6.2631726
loss_gen_rec 1.3881608
loss_dis_adv 3.7921677
[#001950|200000]  4.06s
loss_gen_adv 17.001762
loss_gen_sty 2.273885
loss_gen_rec 1.8450643
loss_dis_adv 3.4728959
[#001960|200000]  4.07s
loss_gen_adv 22.16809
loss_gen_sty 4.4043493
loss_gen_rec 1.1045693
loss_dis_adv 1.4084848
[#001970|200000]  4.06s
loss_gen_adv 29.207771
loss_gen_sty 2.347921
loss_gen_rec 1.3695533
loss_dis_adv 0.77371854
[#001980|200000]  4.06s
loss_gen_adv 29.616884
loss_gen_sty 2.069859
loss_gen_rec 1.9172552
loss_dis_adv 0.270818
[#001990|200000]  4.05s
loss_gen_adv 20.518745
loss_gen_sty 4.3271513
loss_gen_rec 1.0981236
loss_dis_adv 5.268199
[#002000|200000]  4.37s
loss_gen_adv 45.49903
loss_gen_sty 3.5207858
loss_gen_rec 1.6830037
loss_dis_adv 1.9399126
[#002010|200000]  4.05s
loss_gen_adv 32.617603
loss_gen_sty 1.8428203
loss_gen_rec 1.0380116
loss_dis_adv 0.30364636
[#002020|200000]  4.38s
loss_gen_adv 16.877922
loss_gen_sty 2.5632885
loss_gen_rec 3.2521837
loss_dis_adv 1.7778348
[#002030|200000]  4.33s
loss_gen_adv 16.568802
loss_gen_sty 1.8961616
loss_gen_rec 1.4064662
loss_dis_adv 2.5538845
[#002040|200000]  4.40s
loss_gen_adv 96.38177
loss_gen_sty 2.0602403
loss_gen_rec 1.2769582
loss_dis_adv 5.9917645
[#002050|200000]  4.32s
loss_gen_adv 22.887539
loss_gen_sty 1.9671438
loss_gen_rec 1.9363291
loss_dis_adv 2.3677092
[#002060|200000]  4.33s
loss_gen_adv 32.17055
loss_gen_sty 1.9288628
loss_gen_rec 0.91888225
loss_dis_adv 0.7627181
[#002070|200000]  4.36s
loss_gen_adv 29.22719
loss_gen_sty 3.7784982
loss_gen_rec 1.0143942
loss_dis_adv 1.759065
[#002080|200000]  4.37s
loss_gen_adv 18.625738
loss_gen_sty 1.9492049
loss_gen_rec 1.2707784
loss_dis_adv 5.262863
[#002090|200000]  4.30s
loss_gen_adv 20.539152
loss_gen_sty 2.3086534
loss_gen_rec 2.7938771
loss_dis_adv 0.5956956
[#002100|200000]  4.39s
loss_gen_adv 34.70407
loss_gen_sty 3.464037
loss_gen_rec 0.98381174
loss_dis_adv 1.7190535
[#002110|200000]  4.30s
loss_gen_adv 15.155056
loss_gen_sty 2.577019
loss_gen_rec 1.1537532
loss_dis_adv 2.4886823
[#002120|200000]  4.14s
loss_gen_adv 28.190512
loss_gen_sty 2.6816926
loss_gen_rec 2.6654105
loss_dis_adv 0.90471303
[#002130|200000]  4.07s
loss_gen_adv 16.78846
loss_gen_sty 1.6547315
loss_gen_rec 1.8829525
loss_dis_adv 1.1339477
[#002140|200000]  4.08s
loss_gen_adv 21.331867
loss_gen_sty 2.0500789
loss_gen_rec 0.9910644
loss_dis_adv 3.1861691
[#002150|200000]  4.05s
loss_gen_adv 18.434689
loss_gen_sty 2.1954656
loss_gen_rec 1.2719164
loss_dis_adv 0.5163292
[#002160|200000]  4.16s
loss_gen_adv 20.887337
loss_gen_sty 2.9327354
loss_gen_rec 1.316868
loss_dis_adv 3.771875
[#002170|200000]  4.07s
loss_gen_adv 18.639992
loss_gen_sty 2.0960245
loss_gen_rec 0.95960164
loss_dis_adv 3.6719875
[#002180|200000]  4.07s
loss_gen_adv 48.37091
loss_gen_sty 1.7689774
loss_gen_rec 1.1148441
loss_dis_adv 2.4820304
[#002190|200000]  4.12s
loss_gen_adv 16.25869
loss_gen_sty 3.541121
loss_gen_rec 1.4064322
loss_dis_adv 5.402326
[#002200|200000]  4.39s
loss_gen_adv 54.765533
loss_gen_sty 3.935028
loss_gen_rec 1.1849949
loss_dis_adv 2.4098
[#002210|200000]  4.40s
loss_gen_adv 51.1811
loss_gen_sty 2.9839656
loss_gen_rec 2.353824
loss_dis_adv 9.978806
[#002220|200000]  4.37s
loss_gen_adv 42.44295
loss_gen_sty 2.4723482
loss_gen_rec 1.4237086
loss_dis_adv 1.08442
[#002230|200000]  4.31s
loss_gen_adv 75.388214
loss_gen_sty 7.8909416
loss_gen_rec 1.4421053
loss_dis_adv 4.0210433
[#002240|200000]  4.39s
loss_gen_adv 49.439636
loss_gen_sty 2.9287686
loss_gen_rec 1.2078071
loss_dis_adv 0.86308444
[#002250|200000]  4.40s
loss_gen_adv 46.21876
loss_gen_sty 1.9498006
loss_gen_rec 1.6971378
loss_dis_adv 3.0281687
[#002260|200000]  4.35s
loss_gen_adv 19.526804
loss_gen_sty 1.8803017
loss_gen_rec 1.7352942
loss_dis_adv 4.346135
[#002270|200000]  4.35s
loss_gen_adv 102.261696
loss_gen_sty 2.4370244
loss_gen_rec 1.394536
loss_dis_adv 4.082447
[#002280|200000]  4.41s
loss_gen_adv 31.133492
loss_gen_sty 2.4782088
loss_gen_rec 1.0976926
loss_dis_adv 1.105024
[#002290|200000]  4.05s
loss_gen_adv 28.957329
loss_gen_sty 3.6389594
loss_gen_rec 1.2915621
loss_dis_adv 2.118575
[#002300|200000]  4.07s
loss_gen_adv 16.178768
loss_gen_sty 3.0532112
loss_gen_rec 2.2302728
loss_dis_adv 2.5196369
[#002310|200000]  4.06s
loss_gen_adv 32.945847
loss_gen_sty 1.7989137
loss_gen_rec 1.2166132
loss_dis_adv 0.276066
[#002320|200000]  4.06s
loss_gen_adv 16.30018
loss_gen_sty 1.5820482
loss_gen_rec 0.8562653
loss_dis_adv 1.3988485
[#002330|200000]  4.06s
loss_gen_adv 31.525764
loss_gen_sty 1.5035372
loss_gen_rec 1.7619464
loss_dis_adv 1.1171137
[#002340|200000]  4.07s
loss_gen_adv 22.66893
loss_gen_sty 1.793411
loss_gen_rec 1.0603213
loss_dis_adv 1.3971258
[#002350|200000]  4.06s
loss_gen_adv 23.370049
loss_gen_sty 2.1247702
loss_gen_rec 0.9570792
loss_dis_adv 1.0259184
[#002360|200000]  4.13s
loss_gen_adv 12.370785
loss_gen_sty 4.0185294
loss_gen_rec 0.9443664
loss_dis_adv 8.719448
[#002370|200000]  4.40s
loss_gen_adv 18.759468
loss_gen_sty 1.9546028
loss_gen_rec 0.85625744
loss_dis_adv 0.69820195
[#002380|200000]  4.30s
loss_gen_adv 22.029837
loss_gen_sty 1.8886881
loss_gen_rec 1.4282062
loss_dis_adv 0.5746535
[#002390|200000]  4.38s
loss_gen_adv 20.91978
loss_gen_sty 2.394126
loss_gen_rec 1.1210235
loss_dis_adv 0.65093935
[#002400|200000]  4.41s
loss_gen_adv 12.770487
loss_gen_sty 1.9297478
loss_gen_rec 1.3118554
loss_dis_adv 1.6401951
[#002410|200000]  4.34s
loss_gen_adv 23.02124
loss_gen_sty 1.5462811
loss_gen_rec 0.9928997
loss_dis_adv 0.8612491
[#002420|200000]  4.36s
loss_gen_adv 20.433706
loss_gen_sty 2.0595245
loss_gen_rec 1.0006835
loss_dis_adv 2.346095
[#002430|200000]  4.41s
loss_gen_adv 21.631952
loss_gen_sty 2.286471
loss_gen_rec 1.3140134
loss_dis_adv 0.7326558
[#002440|200000]  4.41s
loss_gen_adv 20.311771
loss_gen_sty 1.3450261
loss_gen_rec 1.0297894
loss_dis_adv 2.3433151
[#002450|200000]  4.42s
loss_gen_adv 21.768011
loss_gen_sty 4.512238
loss_gen_rec 1.036123
loss_dis_adv 8.320302
[#002460|200000]  4.07s
loss_gen_adv 18.589256
loss_gen_sty 1.5302765
loss_gen_rec 1.0143536
loss_dis_adv 0.33680305
[#002470|200000]  4.07s
loss_gen_adv 13.987399
loss_gen_sty 1.7548724
loss_gen_rec 1.1393418
loss_dis_adv 0.9131514
[#002480|200000]  4.09s
loss_gen_adv 11.831463
loss_gen_sty 2.6515307
loss_gen_rec 1.1786959
loss_dis_adv 1.4529359
[#002490|200000]  4.07s
loss_gen_adv 38.63724
loss_gen_sty 4.6460075
loss_gen_rec 1.0825655
loss_dis_adv 2.4528933
[#002500|200000]  4.06s
loss_gen_adv 44.730896
loss_gen_sty 2.128653
loss_gen_rec 9.998317
loss_dis_adv 4.6305637
[#002510|200000]  4.09s
loss_gen_adv 19.714817
loss_gen_sty 3.0517411
loss_gen_rec 0.96339667
loss_dis_adv 0.18934318
[#002520|200000]  4.06s
loss_gen_adv 14.312452
loss_gen_sty 2.298767
loss_gen_rec 1.0280666
loss_dis_adv 2.0501142
[#002530|200000]  4.23s
loss_gen_adv 26.21781
loss_gen_sty 2.2528253
loss_gen_rec 1.1625454
loss_dis_adv 0.52536535
[#002540|200000]  4.41s
loss_gen_adv 31.450829
loss_gen_sty 4.2282495
loss_gen_rec 1.1536438
loss_dis_adv 3.314593
[#002550|200000]  4.34s
loss_gen_adv 28.143095
loss_gen_sty 2.3261452
loss_gen_rec 2.4643383
loss_dis_adv 2.0501761
[#002560|200000]  4.39s
loss_gen_adv 15.75026
loss_gen_sty 2.2754107
loss_gen_rec 1.1408781
loss_dis_adv 13.910547
[#002570|200000]  4.40s
loss_gen_adv 38.385975
loss_gen_sty 1.9964964
loss_gen_rec 1.1026402
loss_dis_adv 0.18734005
[#002580|200000]  4.34s
loss_gen_adv 22.943577
loss_gen_sty 1.6455424
loss_gen_rec 1.2425016
loss_dis_adv 0.5574435
[#002590|200000]  4.41s
loss_gen_adv 22.10941
loss_gen_sty 2.1446462
loss_gen_rec 0.9602576
loss_dis_adv 0.4434815
[#002600|200000]  4.37s
loss_gen_adv 23.43778
loss_gen_sty 1.698038
loss_gen_rec 1.2372887
loss_dis_adv 3.5741715
[#002610|200000]  4.39s
loss_gen_adv 37.437454
loss_gen_sty 4.2488766
loss_gen_rec 0.89191437
loss_dis_adv 2.013785
[#002620|200000]  4.30s
loss_gen_adv 34.1306
loss_gen_sty 5.8585863
loss_gen_rec 1.4671998
loss_dis_adv 1.3020778
[#002630|200000]  4.06s
loss_gen_adv 20.878792
loss_gen_sty 1.9860554
loss_gen_rec 0.9506484
loss_dis_adv 1.98382
[#002640|200000]  4.08s
loss_gen_adv 16.459263
loss_gen_sty 1.9344823
loss_gen_rec 1.1166549
loss_dis_adv 0.66733927
[#002650|200000]  4.05s
loss_gen_adv 19.407722
loss_gen_sty 2.1181583
loss_gen_rec 1.2537742
loss_dis_adv 0.40634823
[#002660|200000]  4.06s
loss_gen_adv 20.031872
loss_gen_sty 1.9208788
loss_gen_rec 0.8247959
loss_dis_adv 1.1199408
[#002670|200000]  4.04s
loss_gen_adv 7.5852895
loss_gen_sty 1.7487636
loss_gen_rec 0.9506884
loss_dis_adv 1.7205052
[#002680|200000]  4.05s
loss_gen_adv 16.678654
loss_gen_sty 2.1878142
loss_gen_rec 0.777791
loss_dis_adv 0.31292015
[#002690|200000]  4.07s
loss_gen_adv 14.539939
loss_gen_sty 1.9705414
loss_gen_rec 0.9462751
loss_dis_adv 0.34301108
[#002700|200000]  4.13s
loss_gen_adv 7.1175447
loss_gen_sty 2.110181
loss_gen_rec 0.89165163
loss_dis_adv 8.590744
[#002710|200000]  4.39s
loss_gen_adv 21.135567
loss_gen_sty 1.6099019
loss_gen_rec 1.059155
loss_dis_adv 1.8119314
[#002720|200000]  4.40s
loss_gen_adv 10.201999
loss_gen_sty 1.6633046
loss_gen_rec 1.12676
loss_dis_adv 1.924571
[#002730|200000]  4.34s
loss_gen_adv 8.364896
loss_gen_sty 2.0710788
loss_gen_rec 1.0988141
loss_dis_adv 4.3253803
[#002740|200000]  4.36s
loss_gen_adv 0.8919811
loss_gen_sty 1.8780668
loss_gen_rec 1.1698263
loss_dis_adv 6.72273
[#002750|200000]  4.31s
loss_gen_adv 11.557692
loss_gen_sty 1.4724569
loss_gen_rec 1.1397626
loss_dis_adv 0.73078614
[#002760|200000]  4.40s
loss_gen_adv 19.495878
loss_gen_sty 1.9861511
loss_gen_rec 1.0957361
loss_dis_adv 0.746457
[#002770|200000]  4.33s
loss_gen_adv 7.934816
loss_gen_sty 2.111318
loss_gen_rec 1.0196953
loss_dis_adv 1.5691605
[#002780|200000]  4.29s
loss_gen_adv 9.479973
loss_gen_sty 2.1347308
loss_gen_rec 1.2899177
loss_dis_adv 9.445079
[#002790|200000]  4.38s
loss_gen_adv 9.961706
loss_gen_sty 1.365694
loss_gen_rec 1.0762775
loss_dis_adv 0.73801565
[#002800|200000]  4.24s
loss_gen_adv 7.174195
loss_gen_sty 2.3074245
loss_gen_rec 0.9895939
loss_dis_adv 5.4526234
[#002810|200000]  4.06s
loss_gen_adv 20.211517
loss_gen_sty 2.8761091
loss_gen_rec 1.3687481
loss_dis_adv 1.9570017
[#002820|200000]  4.08s
loss_gen_adv 8.761778
loss_gen_sty 1.9805534
loss_gen_rec 1.0955575
loss_dis_adv 5.3449736
[#002830|200000]  4.06s
loss_gen_adv 7.9801188
loss_gen_sty 1.6714411
loss_gen_rec 0.858605
loss_dis_adv 2.7873418
[#002840|200000]  4.04s
loss_gen_adv 10.684608
loss_gen_sty 1.5825577
loss_gen_rec 14.983707
loss_dis_adv 3.7883515
[#002850|200000]  4.20s
loss_gen_adv 16.31647
loss_gen_sty 1.7191341
loss_gen_rec 0.8663638
loss_dis_adv 0.6393453
[#002860|200000]  4.05s
loss_gen_adv 12.071093
loss_gen_sty 3.3165054
loss_gen_rec 1.036575
loss_dis_adv 0.84075665
[#002870|200000]  4.06s
loss_gen_adv 16.090103
loss_gen_sty 1.9076741
loss_gen_rec 1.2091683
loss_dis_adv 3.2637675
[#002880|200000]  4.21s
loss_gen_adv 14.870135
loss_gen_sty 1.8799512
loss_gen_rec 1.1736474
loss_dis_adv 1.7039787
[#002890|200000]  4.39s
loss_gen_adv 11.9913435
loss_gen_sty 1.9169968
loss_gen_rec 1.1045095
loss_dis_adv 0.88624465
[#002900|200000]  4.30s
loss_gen_adv 16.091606
loss_gen_sty 2.41297
loss_gen_rec 1.0640213
loss_dis_adv 2.737861
[#002910|200000]  4.38s
loss_gen_adv 8.7472
loss_gen_sty 2.4924107
loss_gen_rec 0.94388807
loss_dis_adv 1.3785442
[#002920|200000]  4.38s
loss_gen_adv 9.423514
loss_gen_sty 1.5989908
loss_gen_rec 0.8728774
loss_dis_adv 4.632314
[#002930|200000]  4.40s
loss_gen_adv 13.704575
loss_gen_sty 1.5576384
loss_gen_rec 0.9138738
loss_dis_adv 4.475833
[#002940|200000]  4.30s
loss_gen_adv 12.746286
loss_gen_sty 1.5446432
loss_gen_rec 0.7898543
loss_dis_adv 1.3572259
[#002950|200000]  4.38s
loss_gen_adv 9.6777525
loss_gen_sty 1.7719796
loss_gen_rec 1.1720828
loss_dis_adv 0.5738214
[#002960|200000]  4.39s
loss_gen_adv 6.392901
loss_gen_sty 1.7241564
loss_gen_rec 0.8218717
loss_dis_adv 1.3724824
[#002970|200000]  4.31s
loss_gen_adv 20.942787
loss_gen_sty 2.4889836
loss_gen_rec 0.8920005
loss_dis_adv 0.9617394
[#002980|200000]  4.09s
loss_gen_adv 11.147635
loss_gen_sty 1.6827228
loss_gen_rec 0.9330902
loss_dis_adv 0.92418116
[#002990|200000]  4.05s
loss_gen_adv 15.983232
loss_gen_sty 3.0592558
loss_gen_rec 0.89238745
loss_dis_adv 1.7833481
[#003000|200000]  4.29s
loss_gen_adv 13.940119
loss_gen_sty 1.9408348
loss_gen_rec 0.9693896
loss_dis_adv 0.8694874
[#003010|200000]  4.06s
loss_gen_adv 17.109774
loss_gen_sty 1.4579054
loss_gen_rec 0.8633157
loss_dis_adv 0.24013187
[#003020|200000]  4.05s
loss_gen_adv 6.0158725
loss_gen_sty 1.8142638
loss_gen_rec 0.85814226
loss_dis_adv 2.9725754
[#003030|200000]  4.07s
loss_gen_adv 6.821536
loss_gen_sty 3.2202773
loss_gen_rec 1.0262086
loss_dis_adv 7.2784085
[#003040|200000]  4.06s
loss_gen_adv 11.272934
loss_gen_sty 1.7900872
loss_gen_rec 0.7370019
loss_dis_adv 1.41607
[#003050|200000]  4.11s
loss_gen_adv 7.794872
loss_gen_sty 1.6917051
loss_gen_rec 0.8983835
loss_dis_adv 3.0741804
[#003060|200000]  4.06s
loss_gen_adv 20.853952
loss_gen_sty 5.7590737
loss_gen_rec 3.1856155
loss_dis_adv 2.1084466
[#003070|200000]  4.05s
loss_gen_adv 16.460617
loss_gen_sty 1.5276488
loss_gen_rec 0.9966296
loss_dis_adv 1.2856138
[#003080|200000]  4.07s
loss_gen_adv 7.310318
loss_gen_sty 2.1142569
loss_gen_rec 0.765044
loss_dis_adv 0.81859297
[#003090|200000]  4.01s
loss_gen_adv 11.216475
loss_gen_sty 1.8364668
loss_gen_rec 0.9764804
loss_dis_adv 2.663563
[#003100|200000]  4.00s
loss_gen_adv 14.921044
loss_gen_sty 2.2736065
loss_gen_rec 0.8765416
loss_dis_adv 1.9535806
[#003110|200000]  3.99s
loss_gen_adv 7.0898633
loss_gen_sty 1.5810483
loss_gen_rec 0.6239662
loss_dis_adv 1.1587032
[#003120|200000]  4.00s
loss_gen_adv 6.593538
loss_gen_sty 1.4275031
loss_gen_rec 0.8377796
loss_dis_adv 1.8212974
[#003130|200000]  4.00s
loss_gen_adv 13.093033
loss_gen_sty 2.340197
loss_gen_rec 1.1854987
loss_dis_adv 0.9000039
[#003140|200000]  4.00s
loss_gen_adv 7.6327043
loss_gen_sty 2.0426655
loss_gen_rec 0.8961261
loss_dis_adv 4.968102
[#003150|200000]  3.99s
loss_gen_adv 77.29607
loss_gen_sty 10.278815
loss_gen_rec 29.616327
loss_dis_adv 15.366726
[#003160|200000]  4.00s
loss_gen_adv 18.100136
loss_gen_sty 2.5036678
loss_gen_rec 1.2317784
loss_dis_adv 3.6879506
[#003170|200000]  4.00s
loss_gen_adv 6.1267753
loss_gen_sty 2.3013818
loss_gen_rec 1.0935258
loss_dis_adv 2.9524527
[#003180|200000]  4.00s
loss_gen_adv 21.054348
loss_gen_sty 2.0170584
loss_gen_rec 0.9118812
loss_dis_adv 1.4974464
[#003190|200000]  4.00s
loss_gen_adv 7.1174126
loss_gen_sty 1.5854696
loss_gen_rec 0.8493941
loss_dis_adv 1.8138127
[#003200|200000]  3.99s
loss_gen_adv 11.170621
loss_gen_sty 1.939704
loss_gen_rec 0.77954984
loss_dis_adv 2.136044
[#003210|200000]  4.00s
loss_gen_adv 11.257461
loss_gen_sty 2.3039289
loss_gen_rec 0.8722496
loss_dis_adv 1.7903094
[#003220|200000]  4.00s
loss_gen_adv 23.771624
loss_gen_sty 1.8819652
loss_gen_rec 0.92457
loss_dis_adv 0.91486776
[#003230|200000]  4.00s
loss_gen_adv 9.016562
loss_gen_sty 1.6106141
loss_gen_rec 0.8714778
loss_dis_adv 2.6096578
[#003240|200000]  4.00s
loss_gen_adv 17.50484
loss_gen_sty 1.467735
loss_gen_rec 0.80063295
loss_dis_adv 0.25304845
[#003250|200000]  4.09s
loss_gen_adv 5.774587
loss_gen_sty 1.3767761
loss_gen_rec 0.7825743
loss_dis_adv 2.0789337
[#003260|200000]  4.00s
loss_gen_adv 9.726497
loss_gen_sty 1.6380804
loss_gen_rec 1.1618687
loss_dis_adv 5.919567
[#003270|200000]  4.00s
loss_gen_adv 11.232536
loss_gen_sty 1.4637129
loss_gen_rec 0.863631
loss_dis_adv 0.5314485
[#003280|200000]  4.00s
loss_gen_adv 16.469212
loss_gen_sty 2.2994123
loss_gen_rec 0.9837545
loss_dis_adv 1.2537084
[#003290|200000]  4.00s
loss_gen_adv 8.508309
loss_gen_sty 1.8687068
loss_gen_rec 0.85813427
loss_dis_adv 1.6382828
[#003300|200000]  4.00s
loss_gen_adv 15.337179
loss_gen_sty 1.8070471
loss_gen_rec 1.0962727
loss_dis_adv 0.7894075
[#003310|200000]  4.00s
loss_gen_adv 14.700376
loss_gen_sty 1.6750009
loss_gen_rec 0.8560949
loss_dis_adv 3.6706696
[#003320|200000]  4.00s
loss_gen_adv 8.823782
loss_gen_sty 1.4805286
loss_gen_rec 0.7455035
loss_dis_adv 1.3542455
[#003330|200000]  4.00s
loss_gen_adv 8.183624
loss_gen_sty 1.4640355
loss_gen_rec 0.73269105
loss_dis_adv 1.3883549
[#003340|200000]  3.99s
loss_gen_adv 6.4951515
loss_gen_sty 3.0572667
loss_gen_rec 0.815171
loss_dis_adv 3.8451686
[#003350|200000]  4.00s
loss_gen_adv 5.0832133
loss_gen_sty 1.380796
loss_gen_rec 0.7403275
loss_dis_adv 2.4355326
[#003360|200000]  4.00s
loss_gen_adv 9.860758
loss_gen_sty 1.6631696
loss_gen_rec 1.0210947
loss_dis_adv 0.9382245
[#003370|200000]  3.99s
loss_gen_adv 12.193151
loss_gen_sty 1.6042235
loss_gen_rec 0.8913019
loss_dis_adv 1.0361792
[#003380|200000]  4.00s
loss_gen_adv 10.90522
loss_gen_sty 1.5790237
loss_gen_rec 0.93088555
loss_dis_adv 0.65762895
[#003390|200000]  4.00s
loss_gen_adv 5.758756
loss_gen_sty 1.2901974
loss_gen_rec 0.8558365
loss_dis_adv 2.806761
[#003400|200000]  4.00s
loss_gen_adv 8.767499
loss_gen_sty 1.3063004
loss_gen_rec 0.8825609
loss_dis_adv 1.248882
[#003410|200000]  4.00s
loss_gen_adv 14.021919
loss_gen_sty 3.6648812
loss_gen_rec 1.036882
loss_dis_adv 1.4043102
[#003420|200000]  4.00s
loss_gen_adv 17.485569
loss_gen_sty 2.157161
loss_gen_rec 1.6647809
loss_dis_adv 5.9148016
[#003430|200000]  4.00s
loss_gen_adv 7.4911413
loss_gen_sty 2.292996
loss_gen_rec 0.81474304
loss_dis_adv 3.022441
[#003440|200000]  4.01s
loss_gen_adv 9.706997
loss_gen_sty 1.6448193
loss_gen_rec 0.85509515
loss_dis_adv 2.8647664
[#003450|200000]  4.00s
loss_gen_adv 11.546106
loss_gen_sty 1.4866543
loss_gen_rec 0.9074414
loss_dis_adv 3.0399365
[#003460|200000]  4.00s
loss_gen_adv 11.819213
loss_gen_sty 2.2792122
loss_gen_rec 1.6888199
loss_dis_adv 1.6047097
[#003470|200000]  4.00s
loss_gen_adv 12.251247
loss_gen_sty 2.3983607
loss_gen_rec 1.1533865
loss_dis_adv 3.8469944
[#003480|200000]  4.00s
loss_gen_adv 9.167559
loss_gen_sty 1.7147248
loss_gen_rec 0.9420006
loss_dis_adv 5.828005
[#003490|200000]  4.00s
loss_gen_adv 13.85979
loss_gen_sty 2.3645892
loss_gen_rec 0.8633423
loss_dis_adv 0.7924318
[#003500|200000]  4.00s
loss_gen_adv 8.544704
loss_gen_sty 1.651061
loss_gen_rec 0.7376692
loss_dis_adv 2.2410364
[#003510|200000]  4.01s
loss_gen_adv 7.655563
loss_gen_sty 1.3311863
loss_gen_rec 0.9905325
loss_dis_adv 2.4116309
[#003520|200000]  4.00s
loss_gen_adv 6.495778
loss_gen_sty 2.0077589
loss_gen_rec 0.65479267
loss_dis_adv 1.5483418
[#003530|200000]  4.00s
loss_gen_adv 12.912339
loss_gen_sty 2.2648053
loss_gen_rec 2.408351
loss_dis_adv 3.0240133
[#003540|200000]  4.00s
loss_gen_adv 8.329035
loss_gen_sty 1.6451657
loss_gen_rec 0.82560843
loss_dis_adv 2.373958
[#003550|200000]  4.01s
loss_gen_adv -5.007925
loss_gen_sty 7.3120575
loss_gen_rec 1.052424
loss_dis_adv 29.806854
[#003560|200000]  4.00s
loss_gen_adv 14.698689
loss_gen_sty 1.1703465
loss_gen_rec 1.2610316
loss_dis_adv 3.757015
[#003570|200000]  3.99s
loss_gen_adv 8.052858
loss_gen_sty 1.3238387
loss_gen_rec 0.76566225
loss_dis_adv 1.8614088
[#003580|200000]  4.01s
loss_gen_adv 10.9867735
loss_gen_sty 1.2668219
loss_gen_rec 0.91561323
loss_dis_adv 1.0849825
[#003590|200000]  4.00s
loss_gen_adv 9.871215
loss_gen_sty 2.8065834
loss_gen_rec 0.81805193
loss_dis_adv 2.5890543
[#003600|200000]  4.00s
loss_gen_adv 11.357801
loss_gen_sty 1.9614402
loss_gen_rec 0.9245826
loss_dis_adv 1.0358294
[#003610|200000]  3.99s
loss_gen_adv 7.211332
loss_gen_sty 1.3359008
loss_gen_rec 0.9552071
loss_dis_adv 5.8715205
[#003620|200000]  4.00s
loss_gen_adv 4.27507
loss_gen_sty 3.2229428
loss_gen_rec 0.8869497
loss_dis_adv 20.354626
[#003630|200000]  4.00s
loss_gen_adv 8.5667095
loss_gen_sty 1.6553706
loss_gen_rec 0.9644151
loss_dis_adv 3.2311022
[#003640|200000]  4.00s
loss_gen_adv 7.939378
loss_gen_sty 2.308159
loss_gen_rec 0.9951461
loss_dis_adv 3.3730867
[#003650|200000]  4.09s
loss_gen_adv -68.30954
loss_gen_sty 10.996772
loss_gen_rec 0.8677584
loss_dis_adv 76.74417
[#003660|200000]  4.00s
loss_gen_adv 8.778701
loss_gen_sty 1.6550405
loss_gen_rec 0.9414303
loss_dis_adv 1.3713682
[#003670|200000]  4.00s
loss_gen_adv 5.416808
loss_gen_sty 1.5674834
loss_gen_rec 1.8165723
loss_dis_adv 4.5934253
[#003680|200000]  4.00s
loss_gen_adv 11.727056
loss_gen_sty 1.4755882
loss_gen_rec 0.9262663
loss_dis_adv 2.2129607
[#003690|200000]  4.00s
loss_gen_adv 12.817476
loss_gen_sty 1.55638
loss_gen_rec 0.7804147
loss_dis_adv 1.9641471
[#003700|200000]  4.00s
loss_gen_adv 13.975813
loss_gen_sty 1.1954999
loss_gen_rec 0.8187518
loss_dis_adv 2.6404157
[#003710|200000]  4.00s
loss_gen_adv 6.0295086
loss_gen_sty 1.4437044
loss_gen_rec 0.7893744
loss_dis_adv 1.4967829
[#003720|200000]  4.00s
loss_gen_adv 8.877648
loss_gen_sty 1.4130296
loss_gen_rec 1.4723741
loss_dis_adv 4.151408
[#003730|200000]  4.00s
loss_gen_adv 5.0573897
